fname,itp,tp_prob,its,ts_prob
2019.06.24.60.SC.LCZ.npz,[],[],[],[]
2019.06.24.0.SC.LCZ.npz,[],[],[],[]
2019.06.24.120.SC.LCZ.npz,[],[],[],[]
2019.06.24.90.SC.LCZ.npz,[],[],[],[]
2019.06.24.30.SC.LCZ.npz,[],[],[],[]
